pdi
0.083
0.009
0.051
0.039
0.132
0.064
0.095
0.095
0.02
0.079
0.053
0.082
0.054
0.058
0.096
0.033
0.046
0.102
0.122
0.038
0.076
0.057
0.078
0.01
0.093
0.064
0.015
0.085
0.032
0.075
0.004
0.096
0.074
0.066
0.006
0.104
0.144
0.113
0.09
0.002
0.06
0.113
0.053
0.03
0.108
0.006
0.018
0.133
0.169
0.145
0.076
0.122
0.002
0.014
0.072
0.099
0.003
0.075
0.073
0.03
0.126
0.129
0.105
0.155
0.035
0.116
0.118
0.014
0.079
0.098
0.127
0.105
0.124
0.063
0.154
0.155
0.178
0.14
0.164
0.054
0.099
0.083
0.063
0.032
0.103
0.107
0.096
0.069
0.088
0.016
0.074
0.07
0.079
0.095
0.024
0.017
0.011
0.034
0.011
0.009
0.157
0.084
0.02
0.018
0.097
0.009
0.004
0.02
0.066
0.052
0.037
0.03
0.114
0.025
0.047
0.079
0.065
0.038
0.044
0.024
0.032
0.151
0.064
0.025
0.011
0.026
0.013
0.023
0.02
0.018
0.122
0.181
0.191
0.108
0.011
0.017
0.108
0.026
0.058
0.012
0.021
0.003
0.067
0.019
0.111
0.046
0.094
0.191
0.209
0.221
0.228
0.268
0.27
0.275
0.368
0.306
0.345
0.307
0.348
0.197
0.207
0.123
0.012
0.12
0.136
0.162
0.015
0.061
0.062
0.055
0.057
0.268
0.287
0.217
0.185
0.222
0.156
0.114
0.033
0.081
0.07
0.103
0.244
53.45
51.47
51.15
0.088
0.044
0.101
0.104
0.082
0.019
0.069
0.129
0.104
0.065
0.074
0.107
0.068
0.071
0.064
0.02
0.018
0.04
0.008
0.034
0.064
0.227
0.09
0.146
0.107
0.16
0.135
0.099
0.179
0.145
0.125
0.103
0.134
0.104
0.145
0.108
0.097
0.044
0.018
0.074
0.046
0.042
0.127
0.085
0.061
0.076
0.061
0.025
0.048
0.096
0.113
0.108
0.087
0.014
0.144
0.086
0.065
0.149
0.022
0.063
0.087
0.042
0.006
0.094
0.136
0.043
0.059
0.056
0.014
0.112
0.114
0.139
0.25
0.142
0.112
0.197
0.043
0.144
0.127
0.175
0.182
0.011
0.189
0.089
0.124
0.126
0.026
0.033
0.205
0.151
0.07
0.096
0.065
0.046
0.018
0.066
0.133
0.009
0.021
0.121
0.026
0.023
0.053
0.112
0.198
0.128
0.078
0.102
0.187
0.138
0.15
0.118
0.203
0.201
0.18
0.06
0.034
0.083
0.066
0.101
0.097
0.048
0.09
0.004
0.002
0.013
0.148
0.085
0.097
0.067
0.035
0.023
0.04
0.047
0.003
0.076
0.062
0.193
0.084
0.016
0.043
0.034
0.104
0.191
0.08
0.065
0.167
0.087
0.094
0.15
0.102
0.154
0.067
0.116
0.134
0.165
0.015
0.012
0.014
0.078
0.042
0.103
0.085
0.086
0.088
0.07
0.075
0.002
0.037
0.135
0.005
0.031
0.02
0.027
0.019
0.003
0.068
0.015
0.059
0.019
0.154
0.139
0.117
0.039
0.005
0.072
0.075
0.068
0.002
0.032
0.099
0.058
0.06
0.013
0.003
0.06
0.028
0.048
0.003
0.011
0.024
0.019
0.049
0.071
0.059
0.063
0.071
0.066
0.155
0.114
0.158
0.122
0.098
0.137
0.094
0.048
0.1
0.089
0.151
0.107
0.118
0.103
0.061
0.054
0.064
0.099
0.09
0.115
0.094
0.127
0.022
0.058
0.109
0.089
0.15
0.222
0.239
0.22
0.181
0.165
0.18
0.146
0.12
0.153
0.092
0.096
0.125
0.126
0.105
0.102
0.111
0.086
0.097
0.023
0.028
0.015
0.101
0.003
0.024
0.028
0.056
0.094
0.002
0.03
0.058
0.041
0.063
0.037
0.146
0.055
0.09
0.024
0.061
0.015
0.124
0.036
0.105
0.099
0.095
0.145
0.124
0.142
0.052
0.002
0.069
0.03
0.093
0.024
0.006
0.008
0.055
0.133
0.017
0.077
0.028
0.048
0.086
0.062
0.102
0.095
0.06
0.013
0.032
0.045
0.043
0.006
0.116
0.044
0.053
0.084
0.065
0.065
0.09
0.016
0.036
0.157
0.068
0.075
0.033
0.085
0.092
0.071
